연번,발생일자,사고유형,발생역,발생시간,비고
2357,2020-01-19,기타,중계역,12:39:00,
2358,2020-01-17,발빠짐,서울(1)역,15:23:00,
2359,2020-01-17,승강설비관련,제기동역,17:03:00,
2360,2020-01-15,발빠짐,동대문역사문화공원(4)역,09:09:00,
2361,2020-01-15,출입문관련,제기동역,11:40:00,
2362,2020-01-13,열차내 사고,건대입구(7)역,07:27:00,
2363,2020-01-13,승강설비관련,마천역,21:41:00,
2364,2020-01-10,발빠짐,사당(2)역,17:41:00,
2365,2020-01-10,발빠짐,합정(6)역,08:20:00,
2366,2020-01-09,역구내 사고,명동역,19:48:00,
2367,2020-01-09,기타,대림(2)역,16:30:00,
2368,2020-01-08,열차내 사고,교대(2)역,09:50:00,
2369,2020-01-08,열차내 사고,교대(2)역,09:47:00,
2370,2020-01-08,출입문관련,종로3가(1)역,16:10:00,
2371,2020-01-08,출입문관련,서울(4)역,08:04:00,
2372,2020-01-08,출입문관련,부천시청역,18:47:00,
2373,2020-01-07,열차내 사고,노원(4)역,15:41:00,
2374,2020-01-07,발빠짐,구로디지털단지역,18:41:00,
2375,2020-01-07,역구내 사고,공덕(5)역,21:25:00,
2376,2020-01-07,역구내 사고,목동역,07:09:00,
2377,2020-01-07,출입문관련,고속터미널(3)역,18:05:00,
2378,2020-01-07,역구내 사고,종각역,18:30:00,
2379,2020-01-07,역구내 사고,구로디지털단지역,19:43:00,
2380,2020-01-07,역구내 사고,시청(1)역,14:42:00,
2381,2020-01-07,역구내 사고,중화역,08:21:00,
2382,2020-01-04,승강설비관련,증산역,16:57:00,
2383,2020-01-04,승강설비관련,미아사거리역,11:12:00,
2384,2020-01-04,발빠짐,회현역,19:24:00,
2385,2020-01-02,열차내 사고,창동역,14:20:00,
2386,2020-01-02,출입문관련,마들역,17:55:00,
2387,2020-01-02,승강설비관련,충무로(4)역,12:20:00,
2388,2020-01-01,역구내 사고,청량리역,11:50:00,
